"attrition","age","gender","marital_status","department","job_role","job_level","job_involvement","job_satisfaction","education","education_field","business_travel","standard_hours","over_time","monthly_income"
"Stay",50,"male","married","research_development","laboratory_technician",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",2380
"Stay",59,"female","single","research_development","manufacturing_director",4,2,4,"Bachelor","life_sciences","travel_rarely",80,"yes",13726
"Leave",37,"female","married","research_development","healthcare_representative",2,1,2,"College","medical","travel_rarely",80,"no",4777
"Stay",55,"male","married","research_development","healthcare_representative",2,3,2,"Master","medical","travel_frequently",80,"yes",6385
"Stay",41,"female","divorced","research_development","research_director",5,1,3,"Below College","life_sciences","non_travel",80,"no",19973
"Stay",38,"male","single","sales","sales_executive",2,3,4,"Master","life_sciences","travel_rarely",80,"yes",6861
"Leave",26,"male","single","sales","sales_executive",2,1,1,"College","medical","non_travel",80,"no",4969
"Leave",52,"female","married","sales","manager",5,1,4,"Below College","marketing","travel_rarely",80,"no",19845
"Stay",44,"female","married","sales","sales_executive",4,4,4,"Bachelor","medical","travel_rarely",80,"yes",13320
"Stay",50,"female","married","sales","sales_executive",2,3,3,"Bachelor","life_sciences","non_travel",80,"no",6347
"Leave",36,"female","single","research_development","laboratory_technician",1,4,1,"Master","life_sciences","travel_rarely",80,"no",2743
"Stay",39,"female","single","research_development","manufacturing_director",3,3,1,"Bachelor","medical","travel_frequently",80,"yes",10880
"Stay",33,"female","single","sales","sales_representative",1,2,4,"Below College","life_sciences","non_travel",80,"no",2342
"Stay",45,"female","married","sales","manager",4,3,4,"College","life_sciences","travel_rarely",80,"no",17650
"Stay",32,"female","single","research_development","laboratory_technician",1,3,3,"Master","medical","non_travel",80,"no",4025
"Stay",34,"male","divorced","sales","sales_executive",2,4,4,"Master","marketing","travel_rarely",80,"no",9725
"Stay",59,"male","married","sales","manager",3,3,4,"College","technical_degree","travel_rarely",80,"yes",11904
"Stay",45,"male","single","human_resources","human_resources",1,3,2,"Master","medical","travel_rarely",80,"no",2177
"Stay",53,"female","married","sales","sales_executive",3,2,2,"Bachelor","marketing","travel_frequently",80,"no",7525
"Leave",36,"male","divorced","research_development","laboratory_technician",2,3,3,"Bachelor","other","travel_rarely",80,"no",4834
"Leave",26,"male","married","research_development","research_scientist",1,3,1,"Bachelor","life_sciences","travel_frequently",80,"yes",2042
"Stay",34,"female","married","sales","sales_representative",1,3,3,"Master","life_sciences","travel_rarely",80,"yes",2220
"Stay",28,"male","married","sales","sales_representative",1,3,2,"Below College","medical","travel_rarely",80,"no",1052
"Stay",38,"male","married","research_development","research_scientist",1,3,3,"Master","other","travel_frequently",80,"no",2821
"Stay",50,"male","married","research_development","research_director",5,3,3,"Master","medical","travel_rarely",80,"yes",19237
"Stay",37,"female","single","research_development","healthcare_representative",2,3,2,"Bachelor","other","travel_rarely",80,"no",4107
"Stay",40,"male","married","sales","sales_executive",2,3,1,"Bachelor","marketing","travel_rarely",80,"no",8396
"Stay",26,"female","divorced","research_development","research_scientist",1,2,3,"Below College","medical","travel_frequently",80,"no",2007
"Stay",46,"male","divorced","research_development","research_director",5,3,4,"Master","medical","travel_rarely",80,"no",19627
"Stay",54,"female","married","sales","sales_executive",3,2,3,"Master","life_sciences","travel_rarely",80,"no",10686
"Stay",56,"female","married","research_development","research_scientist",1,3,3,"Bachelor","medical","travel_frequently",80,"no",2942
"Stay",36,"female","single","research_development","manufacturing_director",3,2,4,"Doctor","medical","travel_rarely",80,"no",8858
"Stay",55,"male","single","research_development","manager",4,2,1,"Below College","medical","non_travel",80,"no",16756
"Stay",43,"male","divorced","sales","sales_executive",3,2,4,"Bachelor","medical","travel_rarely",80,"no",10798
"Leave",20,"female","single","sales","sales_representative",1,3,4,"Bachelor","marketing","travel_frequently",80,"yes",2323
"Leave",21,"female","single","research_development","laboratory_technician",1,2,1,"Bachelor","life_sciences","travel_rarely",80,"no",1416
"Stay",46,"female","divorced","research_development","research_scientist",2,2,1,"Master","life_sciences","travel_rarely",80,"yes",4615
"Leave",51,"male","married","research_development","research_scientist",1,3,3,"Master","life_sciences","travel_rarely",80,"yes",2461
"Leave",28,"male","single","research_development","healthcare_representative",3,2,1,"College","technical_degree","non_travel",80,"no",8722
"Stay",26,"male","married","research_development","laboratory_technician",1,2,1,"College","medical","travel_rarely",80,"no",3955
"Stay",30,"male","married","research_development","manufacturing_director",2,3,1,"Bachelor","other","travel_rarely",80,"no",9957
"Stay",41,"female","married","research_development","research_scientist",1,4,3,"College","technical_degree","travel_rarely",80,"no",3376
"Stay",38,"female","married","research_development","healthcare_representative",3,2,3,"Below College","life_sciences","travel_rarely",80,"no",8823
"Stay",40,"male","married","research_development","healthcare_representative",3,3,4,"Master","technical_degree","travel_rarely",80,"no",10322
"Stay",27,"male","married","research_development","laboratory_technician",1,1,3,"Doctor","life_sciences","non_travel",80,"no",4621
"Stay",55,"male","married","research_development","manufacturing_director",3,3,2,"Below College","life_sciences","travel_frequently",80,"no",10976
"Stay",28,"female","single","research_development","research_scientist",2,3,3,"Bachelor","other","travel_rarely",80,"no",3660
"Leave",44,"male","married","human_resources","human_resources",3,2,1,"College","medical","travel_rarely",80,"no",10482
"Stay",33,"male","divorced","research_development","healthcare_representative",3,2,4,"Bachelor","life_sciences","travel_rarely",80,"no",7119
"Leave",35,"male","single","sales","sales_executive",3,3,1,"Bachelor","technical_degree","travel_rarely",80,"yes",9582
"Leave",33,"female","single","research_development","research_scientist",2,2,3,"Master","medical","travel_frequently",80,"no",4508
"Stay",28,"male","divorced","research_development","laboratory_technician",1,3,3,"College","life_sciences","travel_rarely",80,"no",2207
"Stay",34,"male","single","research_development","healthcare_representative",2,3,4,"Below College","life_sciences","travel_frequently",80,"no",7756
"Stay",37,"female","divorced","sales","sales_executive",2,2,4,"Master","life_sciences","travel_rarely",80,"yes",6694
"Leave",25,"male","married","research_development","laboratory_technician",1,3,4,"Below College","technical_degree","travel_rarely",80,"yes",3691
"Leave",26,"male","divorced","research_development","laboratory_technician",1,3,3,"Bachelor","medical","travel_rarely",80,"no",2377
"Leave",33,"male","single","research_development","research_scientist",1,2,2,"Bachelor","medical","travel_rarely",80,"yes",2313
"Stay",42,"male","married","research_development","manager",4,3,1,"College","medical","travel_rarely",80,"no",17665
"Leave",28,"male","divorced","research_development","laboratory_technician",1,2,2,"Bachelor","medical","travel_frequently",80,"no",2596
"Leave",50,"male","single","sales","sales_executive",2,3,3,"Master","other","travel_frequently",80,"yes",4728
"Stay",33,"female","married","sales","sales_executive",2,3,2,"Bachelor","life_sciences","travel_frequently",80,"no",4302
"Stay",34,"male","married","research_development","research_scientist",1,2,4,"Master","life_sciences","non_travel",80,"no",2979
"Stay",48,"male","single","research_development","manager",4,4,4,"Master","medical","non_travel",80,"no",16885
"Stay",45,"female","married","sales","sales_executive",2,2,3,"Master","life_sciences","non_travel",80,"no",5593
"Stay",52,"male","single","research_development","healthcare_representative",3,3,2,"Master","life_sciences","travel_rarely",80,"no",10445
"Stay",38,"male","divorced","sales","sales_executive",3,2,3,"Master","marketing","travel_rarely",80,"yes",8740
"Stay",29,"female","divorced","research_development","research_scientist",1,3,4,"Master","life_sciences","travel_rarely",80,"no",2514
"Stay",28,"female","divorced","research_development","manufacturing_director",3,3,2,"Bachelor","medical","travel_rarely",80,"no",7655
"Stay",46,"male","married","sales","manager",4,3,3,"Below College","marketing","travel_rarely",80,"no",17465
"Stay",38,"male","single","sales","sales_executive",3,3,2,"College","marketing","travel_rarely",80,"no",7351
"Stay",43,"female","married","research_development","manufacturing_director",3,3,1,"Bachelor","life_sciences","travel_frequently",80,"no",10820
"Leave",39,"male","divorced","research_development","healthcare_representative",4,3,4,"Bachelor","life_sciences","travel_frequently",80,"no",12169
"Stay",40,"male","single","research_development","research_director",5,2,3,"Bachelor","medical","travel_rarely",80,"no",19626
"Stay",21,"female","single","research_development","research_scientist",1,2,2,"Below College","technical_degree","travel_rarely",80,"yes",2070
"Stay",39,"male","single","research_development","laboratory_technician",2,3,2,"Bachelor","life_sciences","non_travel",80,"no",6782
"Stay",36,"male","single","research_development","manufacturing_director",2,3,4,"Master","life_sciences","non_travel",80,"no",7779
"Stay",31,"male","married","sales","sales_representative",1,4,4,"Bachelor","life_sciences","travel_frequently",80,"no",2791
"Stay",28,"male","married","research_development","research_scientist",1,2,2,"Below College","life_sciences","travel_rarely",80,"no",3201
"Stay",35,"male","divorced","sales","sales_executive",2,3,4,"College","marketing","travel_frequently",80,"no",4968
"Stay",49,"male","married","sales","sales_executive",4,2,2,"Master","technical_degree","travel_rarely",80,"no",13120
"Stay",34,"male","single","research_development","manufacturing_director",2,3,3,"College","life_sciences","travel_frequently",80,"no",4033
"Stay",29,"female","divorced","research_development","research_scientist",1,3,2,"Bachelor","life_sciences","travel_frequently",80,"no",3291
"Stay",42,"male","single","research_development","laboratory_technician",2,1,4,"Bachelor","medical","travel_rarely",80,"no",4272
"Stay",29,"male","married","research_development","manufacturing_director",2,2,4,"Below College","medical","travel_rarely",80,"yes",5056
"Stay",38,"male","married","human_resources","human_resources",1,4,3,"Bachelor","human_resources","travel_rarely",80,"no",2844
"Stay",28,"male","divorced","research_development","research_scientist",1,2,3,"Bachelor","life_sciences","travel_frequently",80,"yes",2703
"Leave",18,"male","single","research_development","laboratory_technician",1,3,3,"Below College","medical","non_travel",80,"no",1904
"Leave",33,"female","single","sales","sales_executive",2,3,1,"Master","marketing","travel_rarely",80,"yes",8224
"Stay",41,"male","married","research_development","laboratory_technician",1,3,4,"Master","life_sciences","travel_rarely",80,"yes",4766
"Leave",31,"male","married","research_development","laboratory_technician",1,3,3,"Bachelor","medical","travel_frequently",80,"no",2610
"Stay",37,"female","divorced","research_development","healthcare_representative",2,2,4,"College","medical","travel_rarely",80,"no",5731
"Stay",27,"male","married","research_development","research_scientist",1,2,3,"Bachelor","life_sciences","travel_rarely",80,"no",2539
"Stay",34,"female","married","sales","sales_executive",2,3,3,"Below College","life_sciences","travel_rarely",80,"no",5714
"Stay",35,"male","single","human_resources","human_resources",1,3,3,"Master","technical_degree","travel_rarely",80,"no",4323
"Leave",29,"female","married","sales","sales_executive",3,2,1,"Below College","life_sciences","travel_rarely",80,"no",7336
"Stay",40,"female","single","research_development","research_director",3,3,3,"Master","medical","travel_frequently",80,"no",13499
"Leave",42,"male","single","sales","sales_executive",4,3,1,"Bachelor","life_sciences","travel_frequently",80,"yes",13758
"Stay",42,"male","single","sales","sales_executive",2,3,1,"Master","marketing","travel_rarely",80,"no",5155
"Stay",35,"male","married","research_development","laboratory_technician",1,2,3,"Master","medical","travel_rarely",80,"no",2258
"Stay",24,"male","single","research_development","laboratory_technician",1,3,2,"Bachelor","medical","travel_rarely",80,"no",3597
"Leave",28,"female","married","research_development","laboratory_technician",1,3,4,"Below College","life_sciences","travel_rarely",80,"yes",2515
"Stay",26,"male","married","research_development","laboratory_technician",1,4,4,"Master","medical","travel_rarely",80,"no",4420
"Stay",30,"male","married","sales","sales_executive",2,2,3,"Bachelor","marketing","travel_rarely",80,"no",6578
"Stay",40,"female","married","research_development","research_scientist",2,2,4,"College","medical","travel_frequently",80,"yes",4422
"Stay",35,"male","divorced","research_development","manufacturing_director",3,2,2,"Bachelor","life_sciences","travel_rarely",80,"no",10274
"Stay",34,"male","single","research_development","healthcare_representative",2,2,1,"Bachelor","medical","travel_frequently",80,"no",5343
"Stay",35,"male","married","research_development","laboratory_technician",1,2,4,"Master","other","travel_frequently",80,"no",2376
"Leave",43,"female","single","sales","sales_executive",2,1,3,"Bachelor","marketing","travel_rarely",80,"no",5346
"Stay",32,"female","divorced","sales","sales_representative",1,3,1,"Below College","life_sciences","non_travel",80,"no",2827
"Stay",56,"female","divorced","research_development","manager",5,3,1,"Master","technical_degree","travel_rarely",80,"no",19943
"Stay",29,"female","married","research_development","laboratory_technician",1,3,4,"Below College","medical","travel_rarely",80,"no",3131
"Stay",19,"male","single","research_development","research_scientist",1,3,1,"College","life_sciences","travel_rarely",80,"no",2552
"Stay",45,"female","married","research_development","research_scientist",1,3,3,"Bachelor","medical","travel_rarely",80,"yes",4477
"Stay",37,"female","married","research_development","manufacturing_director",2,2,4,"Bachelor","life_sciences","travel_rarely",80,"no",6474
"Stay",20,"male","single","research_development","laboratory_technician",1,2,3,"Bachelor","life_sciences","travel_rarely",80,"no",3033
"Leave",44,"male","single","research_development","research_scientist",1,3,3,"Master","life_sciences","travel_rarely",80,"yes",2936
"Stay",53,"female","divorced","research_development","manager",5,3,3,"College","medical","travel_rarely",80,"no",18606
"Stay",29,"female","married","research_development","research_scientist",1,1,4,"Below College","life_sciences","travel_rarely",80,"yes",2168
"Leave",22,"male","married","research_development","research_scientist",1,2,4,"Master","life_sciences","travel_frequently",80,"yes",2853
"Stay",46,"female","married","sales","manager",4,3,1,"Bachelor","marketing","travel_rarely",80,"no",17048
"Stay",44,"male","single","research_development","research_scientist",1,1,3,"Bachelor","life_sciences","non_travel",80,"no",2290
"Stay",33,"male","married","human_resources","human_resources",1,3,3,"Bachelor","human_resources","travel_rarely",80,"no",3600
"Leave",41,"male","divorced","research_development","research_scientist",1,2,1,"College","life_sciences","non_travel",80,"no",2107
"Stay",30,"male","divorced","sales","sales_executive",2,3,1,"Master","life_sciences","travel_rarely",80,"no",4115
"Stay",40,"male","married","sales","sales_executive",2,3,2,"Master","medical","travel_frequently",80,"no",4327
"Stay",50,"female","married","research_development","manager",4,3,1,"Bachelor","medical","travel_frequently",80,"no",17856
"Stay",28,"male","married","research_development","laboratory_technician",1,2,1,"Master","medical","travel_rarely",80,"no",3196
"Stay",46,"male","married","research_development","research_director",5,3,2,"College","life_sciences","travel_rarely",80,"no",19081
"Stay",35,"male","married","sales","sales_executive",2,3,1,"Master","life_sciences","travel_rarely",80,"yes",8966
"Leave",24,"female","married","research_development","laboratory_technician",1,3,2,"College","life_sciences","travel_rarely",80,"no",2210
"Stay",33,"female","married","sales","sales_executive",2,3,3,"Bachelor","medical","travel_frequently",80,"no",4539
"Stay",36,"male","divorced","research_development","laboratory_technician",1,1,3,"Master","life_sciences","travel_rarely",80,"no",2741
"Stay",30,"male","divorced","research_development","laboratory_technician",2,3,3,"Master","life_sciences","travel_rarely",80,"no",3491
"Stay",44,"male","single","research_development","research_scientist",2,3,4,"Master","other","travel_rarely",80,"no",4541
"Stay",20,"male","single","sales","sales_representative",1,4,4,"Bachelor","marketing","travel_rarely",80,"no",2678
"Stay",46,"male","divorced","research_development","manufacturing_director",2,3,4,"Master","technical_degree","travel_rarely",80,"no",7379
"Stay",42,"male","married","human_resources","human_resources",2,4,1,"Doctor","medical","non_travel",80,"no",6272
"Stay",60,"male","divorced","sales","sales_executive",2,4,4,"Master","marketing","travel_rarely",80,"yes",5220
"Stay",32,"female","married","research_development","laboratory_technician",1,2,2,"Bachelor","other","travel_frequently",80,"no",2743
"Stay",32,"female","single","research_development","research_scientist",2,3,3,"College","life_sciences","travel_frequently",80,"yes",4998
"Stay",36,"female","divorced","research_development","manufacturing_director",3,1,1,"Bachelor","technical_degree","travel_rarely",80,"yes",10252
"Stay",33,"male","married","research_development","research_scientist",1,3,4,"Bachelor","medical","travel_rarely",80,"no",2781
"Stay",40,"female","divorced","sales","sales_executive",2,2,2,"Bachelor","technical_degree","travel_rarely",80,"no",6852
"Stay",25,"male","single","sales","sales_executive",2,3,4,"Master","life_sciences","travel_rarely",80,"no",4950
"Stay",30,"male","married","research_development","research_scientist",1,3,2,"Bachelor","medical","travel_rarely",80,"yes",3579
"Stay",42,"female","married","research_development","research_director",3,3,1,"Doctor","medical","travel_frequently",80,"yes",13191
"Stay",35,"female","married","sales","sales_executive",3,2,4,"College","marketing","non_travel",80,"yes",10377
"Stay",27,"male","married","research_development","research_scientist",1,3,1,"Bachelor","life_sciences","travel_rarely",80,"yes",2235
"Stay",54,"female","divorced","research_development","manufacturing_director",3,3,3,"Master","life_sciences","travel_frequently",80,"no",10502
"Stay",44,"female","married","research_development","research_scientist",1,4,4,"Below College","life_sciences","travel_rarely",80,"no",2011
"Leave",19,"female","single","research_development","research_scientist",1,2,2,"Bachelor","medical","non_travel",80,"yes",1859
"Stay",29,"female","divorced","research_development","research_scientist",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",3760
"Stay",54,"male","married","research_development","research_director",4,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",17779
"Stay",31,"male","married","research_development","healthcare_representative",2,3,1,"College","medical","travel_rarely",80,"yes",6833
"Stay",31,"female","single","research_development","healthcare_representative",2,2,1,"Bachelor","medical","travel_rarely",80,"no",6812
"Stay",59,"female","single","sales","sales_executive",2,2,4,"Bachelor","life_sciences","travel_rarely",80,"no",5171
"Stay",43,"male","married","research_development","research_director",5,1,4,"Bachelor","life_sciences","travel_rarely",80,"no",19740
"Stay",49,"male","married","research_development","manager",5,2,3,"College","medical","travel_rarely",80,"no",18711
"Stay",36,"male","married","research_development","research_scientist",1,3,2,"Bachelor","technical_degree","travel_frequently",80,"no",3692
"Stay",48,"male","single","research_development","laboratory_technician",1,4,2,"College","technical_degree","travel_rarely",80,"no",2559
"Stay",27,"male","divorced","research_development","research_scientist",1,3,3,"College","life_sciences","travel_rarely",80,"no",2517
"Stay",29,"male","divorced","research_development","healthcare_representative",2,3,4,"Bachelor","life_sciences","travel_rarely",80,"yes",6623
"Stay",48,"male","single","research_development","research_director",5,2,4,"Bachelor","life_sciences","travel_rarely",80,"no",18265
"Stay",29,"female","divorced","research_development","research_director",4,2,4,"Bachelor","life_sciences","travel_rarely",80,"no",16124
"Stay",34,"female","married","research_development","research_scientist",1,4,3,"Bachelor","technical_degree","travel_rarely",80,"no",2585
"Stay",44,"male","married","sales","manager",5,3,2,"Bachelor","marketing","travel_rarely",80,"no",18213
"Stay",33,"male","divorced","sales","sales_executive",3,4,3,"Doctor","marketing","travel_rarely",80,"yes",8380
"Stay",19,"female","single","research_development","research_scientist",1,4,4,"Bachelor","life_sciences","travel_rarely",80,"yes",2994
"Stay",23,"male","married","research_development","research_scientist",1,3,3,"College","life_sciences","travel_rarely",80,"no",1223
"Leave",25,"male","single","sales","sales_representative",1,1,4,"Below College","life_sciences","travel_frequently",80,"yes",1118
"Stay",26,"male","single","research_development","research_scientist",1,3,4,"College","life_sciences","travel_rarely",80,"yes",2875
"Leave",45,"female","single","sales","manager",5,1,2,"Bachelor","marketing","travel_rarely",80,"yes",18824
"Stay",55,"male","divorced","research_development","healthcare_representative",4,2,2,"Below College","medical","non_travel",80,"yes",13577
"Leave",21,"female","single","research_development","laboratory_technician",1,2,3,"College","life_sciences","travel_frequently",80,"no",2625
"Stay",46,"female","married","sales","manager",5,2,2,"College","marketing","travel_rarely",80,"no",18789
"Stay",34,"female","single","sales","sales_executive",2,3,1,"Bachelor","marketing","travel_rarely",80,"yes",4538
"Stay",51,"male","divorced","sales","manager",5,3,2,"Bachelor","life_sciences","travel_frequently",80,"yes",19847
"Stay",59,"male","single","research_development","manufacturing_director",3,3,4,"Master","medical","travel_rarely",80,"no",10512
"Stay",34,"female","divorced","research_development","laboratory_technician",2,3,2,"Bachelor","medical","travel_frequently",80,"no",4444
"Stay",28,"male","single","research_development","laboratory_technician",1,3,3,"Master","medical","travel_frequently",80,"yes",2154
"Stay",44,"male","divorced","research_development","manager",5,4,1,"College","life_sciences","travel_rarely",80,"no",19190
"Stay",34,"male","married","human_resources","human_resources",2,2,2,"Bachelor","life_sciences","travel_frequently",80,"no",4490
"Stay",35,"male","married","research_development","research_scientist",1,3,3,"Below College","life_sciences","travel_rarely",80,"yes",3506
"Stay",42,"female","married","research_development","research_scientist",2,4,2,"Master","medical","travel_rarely",80,"yes",2372
"Stay",43,"female","single","sales","sales_executive",3,2,4,"Master","marketing","travel_rarely",80,"no",10231
"Stay",36,"female","single","research_development","manufacturing_director",2,3,2,"Master","life_sciences","travel_rarely",80,"yes",5410
"Leave",44,"female","married","research_development","healthcare_representative",3,3,4,"Bachelor","medical","travel_rarely",80,"no",7978
"Stay",28,"male","married","research_development","laboratory_technician",1,2,4,"Bachelor","life_sciences","travel_frequently",80,"yes",3867
"Stay",51,"female","single","research_development","laboratory_technician",1,2,3,"College","medical","travel_frequently",80,"no",2838
"Stay",30,"female","single","research_development","manufacturing_director",2,3,3,"College","medical","non_travel",80,"yes",4695
"Leave",29,"female","divorced","research_development","laboratory_technician",1,3,3,"Bachelor","technical_degree","travel_rarely",80,"yes",3339
"Stay",28,"male","single","research_development","research_scientist",1,3,1,"Bachelor","technical_degree","travel_rarely",80,"no",2080
"Stay",25,"female","single","research_development","research_scientist",1,3,2,"Bachelor","medical","travel_rarely",80,"no",2096
"Stay",32,"male","married","sales","sales_executive",2,4,4,"Bachelor","medical","travel_rarely",80,"no",6209
"Stay",45,"female","single","research_development","manager",5,3,2,"Bachelor","medical","travel_frequently",80,"no",18061
"Stay",39,"female","divorced","research_development","manager",4,2,2,"Master","medical","travel_rarely",80,"yes",17123
"Stay",58,"male","divorced","research_development","research_scientist",1,3,3,"Master","life_sciences","travel_rarely",80,"no",2372
"Leave",32,"male","married","research_development","laboratory_technician",2,3,3,"College","life_sciences","travel_rarely",80,"no",4883
"Leave",39,"male","single","research_development","research_scientist",1,3,1,"Bachelor","medical","travel_rarely",80,"no",3904
"Stay",30,"female","married","research_development","laboratory_technician",2,2,4,"Bachelor","technical_degree","travel_rarely",80,"no",4627
"Stay",36,"female","married","research_development","healthcare_representative",3,3,3,"Master","technical_degree","travel_rarely",80,"no",7094
"Stay",46,"female","single","human_resources","human_resources",1,3,1,"College","life_sciences","travel_rarely",80,"no",3423
"Stay",28,"female","married","research_development","laboratory_technician",2,1,4,"Bachelor","life_sciences","non_travel",80,"no",6674
"Stay",50,"female","married","research_development","research_director",4,3,1,"Bachelor","life_sciences","travel_rarely",80,"yes",16880
"Leave",40,"male","single","sales","sales_executive",3,2,2,"Master","marketing","travel_rarely",80,"yes",9094
"Leave",52,"male","single","sales","sales_executive",3,3,2,"Bachelor","life_sciences","travel_rarely",80,"yes",8446
"Stay",30,"female","married","research_development","manager",3,3,1,"Master","medical","travel_rarely",80,"yes",11916
"Stay",39,"male","single","research_development","manufacturing_director",2,3,3,"College","life_sciences","travel_rarely",80,"no",4534
"Stay",31,"female","divorced","sales","sales_executive",3,3,3,"Master","life_sciences","non_travel",80,"yes",9852
"Stay",41,"male","single","sales","sales_executive",2,1,2,"College","medical","non_travel",80,"no",6151
"Leave",31,"female","single","sales","sales_representative",1,3,2,"Bachelor","life_sciences","travel_frequently",80,"yes",2302
"Leave",44,"male","married","research_development","laboratory_technician",1,3,1,"Bachelor","life_sciences","travel_rarely",80,"no",2362
"Stay",42,"male","married","research_development","manager",4,3,3,"Below College","life_sciences","non_travel",80,"yes",17861
"Stay",55,"female","married","research_development","manager",5,1,3,"College","medical","travel_rarely",80,"no",19187
"Stay",56,"male","single","human_resources","manager",5,3,2,"Master","life_sciences","travel_rarely",80,"no",19717
"Stay",40,"male","divorced","research_development","research_scientist",1,3,3,"College","life_sciences","non_travel",80,"no",3544
"Stay",34,"male","divorced","research_development","healthcare_representative",3,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",8500
"Stay",40,"male","single","research_development","research_scientist",2,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",4661
"Stay",41,"female","divorced","sales","sales_executive",2,3,1,"Bachelor","marketing","travel_frequently",80,"no",4103
"Stay",35,"male","single","research_development","research_scientist",2,3,3,"Master","life_sciences","travel_frequently",80,"yes",4249
"Stay",51,"male","divorced","human_resources","manager",4,3,2,"Bachelor","life_sciences","travel_rarely",80,"yes",14026
"Stay",38,"female","divorced","sales","sales_executive",2,3,1,"College","life_sciences","travel_rarely",80,"no",6893
"Stay",34,"female","single","sales","sales_executive",2,3,1,"College","medical","travel_rarely",80,"no",6125
"Stay",25,"male","married","research_development","laboratory_technician",1,3,4,"Below College","medical","travel_rarely",80,"no",3669
"Leave",58,"female","married","research_development","manufacturing_director",3,2,1,"Master","medical","travel_rarely",80,"yes",10008
"Stay",40,"male","married","research_development","laboratory_technician",1,3,2,"Master","life_sciences","travel_rarely",80,"no",2387
"Stay",36,"female","married","sales","sales_executive",2,4,1,"Bachelor","marketing","travel_frequently",80,"no",4639
"Stay",48,"male","single","research_development","manufacturing_director",3,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",7898
"Stay",27,"female","married","sales","sales_representative",1,4,4,"Bachelor","medical","travel_rarely",80,"no",2534
"Stay",51,"female","single","research_development","manufacturing_director",4,2,2,"College","technical_degree","travel_rarely",80,"no",13142
"Stay",18,"female","single","research_development","laboratory_technician",1,3,4,"Bachelor","life_sciences","non_travel",80,"no",1611
"Stay",35,"female","married","research_development","laboratory_technician",2,2,4,"Bachelor","medical","travel_rarely",80,"no",5363
"Stay",27,"male","single","sales","sales_executive",2,1,4,"Below College","life_sciences","travel_frequently",80,"no",5071
"Leave",55,"male","single","sales","sales_executive",4,4,3,"Master","marketing","travel_rarely",80,"yes",13695
"Stay",56,"male","married","research_development","manufacturing_director",4,3,2,"Bachelor","life_sciences","travel_rarely",80,"yes",13402
"Stay",34,"female","divorced","research_development","research_scientist",1,2,3,"Below College","technical_degree","non_travel",80,"no",2029
"Stay",40,"female","divorced","research_development","healthcare_representative",2,4,3,"Below College","medical","travel_rarely",80,"no",6377
"Stay",34,"male","married","research_development","laboratory_technician",2,3,3,"Bachelor","medical","travel_rarely",80,"no",5429
"Leave",31,"female","single","sales","sales_representative",1,2,4,"Bachelor","life_sciences","travel_frequently",80,"no",2785
"Leave",35,"female","married","sales","sales_executive",2,3,3,"Master","marketing","travel_frequently",80,"yes",4614
"Stay",38,"male","divorced","research_development","research_scientist",1,4,3,"Bachelor","life_sciences","travel_frequently",80,"no",2610
"Stay",34,"female","single","research_development","healthcare_representative",2,3,4,"Master","technical_degree","travel_rarely",80,"no",6687
"Stay",28,"male","married","sales","sales_executive",2,2,1,"Bachelor","life_sciences","travel_rarely",80,"no",4724
"Leave",31,"male","married","research_development","manufacturing_director",2,3,3,"Master","medical","travel_rarely",80,"yes",6179
"Stay",39,"male","married","sales","sales_executive",2,2,4,"Master","life_sciences","travel_rarely",80,"yes",6120
"Stay",51,"male","married","sales","sales_executive",3,3,2,"Bachelor","marketing","travel_frequently",80,"no",10596
"Stay",41,"female","divorced","research_development","research_scientist",2,3,4,"Bachelor","life_sciences","travel_frequently",80,"yes",5467
"Stay",37,"male","married","research_development","research_scientist",1,3,3,"Below College","life_sciences","travel_rarely",80,"yes",2996
"Stay",33,"male","married","sales","sales_executive",2,3,4,"Below College","life_sciences","travel_frequently",80,"no",9998
"Stay",32,"male","married","sales","sales_executive",2,3,2,"Below College","marketing","travel_rarely",80,"yes",4078
"Stay",39,"male","married","research_development","healthcare_representative",3,3,3,"College","life_sciences","non_travel",80,"no",10920
"Stay",25,"male","married","sales","sales_executive",2,4,3,"Below College","life_sciences","travel_rarely",80,"no",6232
"Stay",52,"female","married","research_development","manufacturing_director",4,4,3,"College","medical","travel_frequently",80,"yes",13247
"Stay",43,"female","single","research_development","research_scientist",2,2,3,"Bachelor","medical","travel_rarely",80,"yes",4081
"Stay",27,"female","married","sales","sales_executive",2,2,4,"Bachelor","marketing","travel_rarely",80,"yes",5769
"Leave",27,"female","single","research_development","research_scientist",1,3,3,"Master","life_sciences","travel_rarely",80,"yes",2394
"Stay",26,"male","single","research_development","research_scientist",1,2,4,"Below College","medical","travel_rarely",80,"no",3904
"Stay",42,"female","married","human_resources","manager",4,3,1,"Bachelor","human_resources","travel_rarely",80,"no",16799
"Stay",52,"female","married","research_development","laboratory_technician",1,3,1,"Master","other","travel_rarely",80,"no",2950
"Stay",37,"female","single","research_development","laboratory_technician",1,3,3,"Bachelor","medical","travel_rarely",80,"no",3629
